"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"render-context.js","/home/marczinusd/dev/vue/src/server/render-context.js","1","6","120","-1","4bd846e9-d01f-47e7-96c8-ed657eae6724",""
"index.js","/home/marczinusd/dev/vue/src/platforms/web/util/index.js","2","14","25","100","81a18fdd-b776-49ae-a18e-7dff88c58764",""
"attrs.js","/home/marczinusd/dev/vue/src/platforms/web/util/attrs.js","3","17","43","100","8757b43f-0ee0-4b75-b68e-0d1e267c8efa",""
"style.js","/home/marczinusd/dev/vue/src/platforms/web/util/style.js","2","6","69","100","4729fda4-02c1-485f-88f2-e637301ed3f8",""
"compat.js","/home/marczinusd/dev/vue/src/platforms/web/util/compat.js","2","4","14","100","24fb5a76-7310-48a9-820f-553bfb36ebdc",""
"class-util.js","/home/marczinusd/dev/vue/src/platforms/web/runtime/class-util.js","4","15","61","100","d960bff2-63cb-4089-a336-d1aaeadd1d85",""
"patch.js","/home/marczinusd/dev/vue/src/platforms/web/runtime/patch.js","2","5","12","100","d4ded1f0-fef6-4c2d-9334-07502e95ed3c",""
"index.js","/home/marczinusd/dev/vue/src/platforms/web/runtime/index.js","2","3","70","100","66e15415-f870-43f1-bc8f-c5fde60c67e2",""
"transition-util.js","/home/marczinusd/dev/vue/src/platforms/web/runtime/transition-util.js","8","17","183","100","f064e4c7-4ead-4019-8ce9-7bb50587ad07",""
"node-ops.js","/home/marczinusd/dev/vue/src/platforms/web/runtime/node-ops.js","3","13","59","100","fef09fdc-86e8-4fc6-9064-4b73364e1e5f",""
"index.js","/home/marczinusd/dev/vue/src/platforms/web/compiler/index.js","2","15","8","100","a51935b9-916c-4f87-b3f9-e4f00b5a4385",""
"util.js","/home/marczinusd/dev/vue/src/platforms/web/compiler/util.js","2","3","24","100","5fdfe5e5-1458-4276-b2de-ac4e3a64394e",""
"options.js","/home/marczinusd/dev/vue/src/platforms/web/compiler/options.js","1","2","26","100","b9c0a999-d190-4fcf-9e55-92e3f8fb3334",""
"index.js","/home/marczinusd/dev/vue/src/platforms/weex/util/index.js","2","4","37","100","44d82c83-cf0e-4c6a-ad40-5ceb389c0943",""
"text-node.js","/home/marczinusd/dev/vue/src/platforms/weex/runtime/text-node.js","1","2","9","-1","ec5c73bb-5dd4-4dd9-9cff-32bd3d41cab5",""
"patch.js","/home/marczinusd/dev/vue/src/platforms/weex/runtime/patch.js","1","3","16","100","e988b9a7-fa70-43ae-98c7-1bf0443f79c3",""
"index.js","/home/marczinusd/dev/vue/src/platforms/weex/runtime/index.js","1","6","40","100","75547b55-3020-4a4f-b007-23c3ea3d6504",""
"node-ops.js","/home/marczinusd/dev/vue/src/platforms/weex/runtime/node-ops.js","2","8","79","100","6b7869e7-f209-4a50-b9c4-be25b1f471e4",""
"class.js","/home/marczinusd/dev/vue/src/platforms/web/util/class.js","2","14","85","100","fe638f33-fb64-4b88-9622-5fb536c415fc",""
"index.js","/home/marczinusd/dev/vue/src/platforms/weex/compiler/index.js","2","5","30","100","01aa8692-0021-4df3-a253-aa8a36562060",""
"element.js","/home/marczinusd/dev/vue/src/platforms/web/util/element.js","7","21","75","100","2f237f8d-ac1a-428c-8503-f5bfd61548f5",""
"compiler.js","/home/marczinusd/dev/vue/src/platforms/web/server/compiler.js","1","2","11","100","97a913c3-0a3e-47a8-8009-f843721f8c13",""
"index.js","/home/marczinusd/dev/vue/src/core/vdom/helpers/index.js","2","5","8","100","9e42b5cb-a11b-4069-8c6a-bad9b8bf252d",""
"get-first-component-child.js","/home/marczinusd/dev/vue/src/core/vdom/helpers/get-first-component-child.js","1","2","14","100","886990f1-4a48-40f6-9aa3-639a156ab3b3",""
"resolve-async-component.js","/home/marczinusd/dev/vue/src/core/vdom/helpers/resolve-async-component.js","1","11","136","100","e9574c93-ea92-425e-9224-c2b492b5153f",""
"merge-hook.js","/home/marczinusd/dev/vue/src/core/vdom/helpers/merge-hook.js","2","5","34","100","c641e378-1ab3-4c6e-9e4e-8f3a7a5c3095",""
"update-listeners.js","/home/marczinusd/dev/vue/src/core/vdom/helpers/update-listeners.js","3","11","76","100","7a02b1a9-c7ab-4210-9652-5dbdddac8840",""
"normalize-children.js","/home/marczinusd/dev/vue/src/core/vdom/helpers/normalize-children.js","6","18","80","100","152aa6dd-8ebd-4638-9b49-f81886de68d0",""
"directives.js","/home/marczinusd/dev/vue/src/core/vdom/modules/directives.js","2","22","116","100","ad60eb83-abe3-4f8a-96cb-2ab7781f7de5",""
